Year,Units,Sex,Age,Country,Region,GeoCode,Value
2012,"Suicide Rate per 100,000",Female,75 to 79,Wales,,W92000004,8.4
2013,"Suicide Rate per 100,000",Male,,,,,17.8
2013,"Suicide Rate per 100,000",Female,,,,,4.8
2013,"Suicide Rate per 100,000",,,England,,E92000001,10.1
2013,"Suicide Rate per 100,000",Male,,England,,E92000001,16.1
2013,"Suicide Rate per 100,000",Female,,England,,E92000001,4.3
2013,"Suicide Rate per 100,000",,,Wales,,W92000004,14.7
2013,"Suicide Rate per 100,000",Male,,Wales,,W92000004,24.5
2013,"Suicide Rate per 100,000",Female,,Wales,,W92000004,5.5
2013,"Suicide Rate per 100,000",,,Scotland,,S92000003,16.6
2013,"Suicide Rate per 100,000",Male,,Scotland,,S92000003,26.4
2013,"Suicide Rate per 100,000",Female,,Scotland,,S92000003,7.5
2013,"Suicide Rate per 100,000",,,Northern Ireland,,N92000002,18.9
2013,"Suicide Rate per 100,000",Male,,Northern Ireland,,N92000002,29.3
2013,"Suicide Rate per 100,000",Female,,Northern Ireland,,N92000002,9.1
2013,"Suicide Rate per 100,000",,,England,North East,E12000001,13.0
2013,"Suicide Rate per 100,000",,,England,North West,E12000002,11.6
2013,"Suicide Rate per 100,000",,,England,Yorkshire and The Humber,E12000003,10.9
2013,"Suicide Rate per 100,000",,,England,East Midlands,E12000004,9.6
2013,"Suicide Rate per 100,000",,,England,West Midlands,E12000005,9.8
2013,"Suicide Rate per 100,000",,,England,East of England,E12000006,8.8
2013,"Suicide Rate per 100,000",,,England,London,E12000007,7.4
2013,"Suicide Rate per 100,000",,,England,South East,E12000008,10.7
2013,"Suicide Rate per 100,000",,,England,South West,E12000009,11.7
2013,"Suicide Rate per 100,000",Male,,England,North East,E12000001,20.8
2013,"Suicide Rate per 100,000",Male,,England,North West,E12000002,18.8
2013,"Suicide Rate per 100,000",Male,,England,Yorkshire and The Humber,E12000003,17.9
2013,"Suicide Rate per 100,000",Male,,England,East Midlands,E12000004,15.7
2013,"Suicide Rate per 100,000",Male,,England,West Midlands,E12000005,16.2
2013,"Suicide Rate per 100,000",Male,,England,East of England,E12000006,14.0
2013,"Suicide Rate per 100,000",Male,,England,London,E12000007,11.7
2013,"Suicide Rate per 100,000",Male,,England,South East,E12000008,16.9
2013,"Suicide Rate per 100,000",Male,,England,South West,E12000009,17.9
2013,"Suicide Rate per 100,000",Female,,England,North East,E12000001,5.5
2013,"Suicide Rate per 100,000",Female,,England,North West,E12000002,4.7
2013,"Suicide Rate per 100,000",Female,,England,Yorkshire and The Humber,E12000003,4.1
2013,"Suicide Rate per 100,000",Female,,England,East Midlands,E12000004,3.8
2013,"Suicide Rate per 100,000",Female,,England,West Midlands,E12000005,3.6
2013,"Suicide Rate per 100,000",Female,,England,East of England,E12000006,3.9
2013,"Suicide Rate per 100,000",Female,,England,London,E12000007,3.5
2013,"Suicide Rate per 100,000",Female,,England,South East,E12000008,4.9
2013,"Suicide Rate per 100,000",Female,,England,South West,E12000009,5.9
2013,"Suicide Rate per 100,000",,10 to 14,,,,0.3
2013,"Suicide Rate per 100,000",,15 to 19,,,,4.4
2013,"Suicide Rate per 100,000",,20 to 24,,,,9.0
2013,"Suicide Rate per 100,000",,25 to 29,,,,9.6
2013,"Suicide Rate per 100,000",,30 to 34,,,,12.2
2013,"Suicide Rate per 100,000",,35 to 39,,,,15.4
2013,"Suicide Rate per 100,000",,40 to 44,,,,16.7
2013,"Suicide Rate per 100,000",,45 to 49,,,,17.1
2013,"Suicide Rate per 100,000",,50 to 54,,,,15.7
2013,"Suicide Rate per 100,000",,55 to 59,,,,14.8
2013,"Suicide Rate per 100,000",,60 to 64,,,,11.2
2013,"Suicide Rate per 100,000",,65 to 69,,,,7.7
2013,"Suicide Rate per 100,000",,70 to 74,,,,8.0
2013,"Suicide Rate per 100,000",,75 to 79,,,,7.8
2013,"Suicide Rate per 100,000",,80 to 84,,,,8.8
2013,"Suicide Rate per 100,000",,85 and over,,,,11.2
2013,"Suicide Rate per 100,000",Male,10 to 14,,,,0.3
2013,"Suicide Rate per 100,000",Male,15 to 19,,,,7.0
2013,"Suicide Rate per 100,000",Male,20 to 24,,,,14.3
2013,"Suicide Rate per 100,000",Male,25 to 29,,,,15.9
2013,"Suicide Rate per 100,000",Male,30 to 34,,,,19.5
2013,"Suicide Rate per 100,000",Male,35 to 39,,,,23.6
2013,"Suicide Rate per 100,000",Male,40 to 44,,,,26.9
2013,"Suicide Rate per 100,000",Male,45 to 49,,,,26.8
2013,"Suicide Rate per 100,000",Male,50 to 54,,,,24.7
2013,"Suicide Rate per 100,000",Male,55 to 59,,,,23.3
2013,"Suicide Rate per 100,000",Male,60 to 64,,,,18.4
2013,"Suicide Rate per 100,000",Male,65 to 69,,,,11.5
2013,"Suicide Rate per 100,000",Male,70 to 74,,,,13.0
2013,"Suicide Rate per 100,000",Male,75 to 79,,,,12.3
2013,"Suicide Rate per 100,000",Male,80 to 84,,,,14.4
2013,"Suicide Rate per 100,000",Male,85 and over,,,,22.6
2013,"Suicide Rate per 100,000",Female,10 to 14,,,,0.2
2013,"Suicide Rate per 100,000",Female,15 to 19,,,,1.6
2013,"Suicide Rate per 100,000",Female,20 to 24,,,,3.5
2013,"Suicide Rate per 100,000",Female,25 to 29,,,,3.4
2013,"Suicide Rate per 100,000",Female,30 to 34,,,,4.9
2013,"Suicide Rate per 100,000",Female,35 to 39,,,,7.2
2013,"Suicide Rate per 100,000",Female,40 to 44,,,,6.7
2013,"Suicide Rate per 100,000",Female,45 to 49,,,,7.7
2013,"Suicide Rate per 100,000",Female,50 to 54,,,,6.9
2013,"Suicide Rate per 100,000",Female,55 to 59,,,,6.4
2013,"Suicide Rate per 100,000",Female,60 to 64,,,,4.2
2013,"Suicide Rate per 100,000",Female,65 to 69,,,,4.0
2013,"Suicide Rate per 100,000",Female,70 to 74,,,,3.5
2013,"Suicide Rate per 100,000",Female,75 to 79,,,,4.0
2013,"Suicide Rate per 100,000",Female,80 to 84,,,,4.7
2013,"Suicide Rate per 100,000",Female,85 and over,,,,5.5
2013,"Suicide Rate per 100,000",,10 to 14,England,,E92000001,0.2
2013,"Suicide Rate per 100,000",,15 to 19,England,,E92000001,3.8
2013,"Suicide Rate per 100,000",,20 to 24,England,,E92000001,8.0
2013,"Suicide Rate per 100,000",,25 to 29,England,,E92000001,8.5
2013,"Suicide Rate per 100,000",,30 to 34,England,,E92000001,10.2
2013,"Suicide Rate per 100,000",,35 to 39,England,,E92000001,13.4
2013,"Suicide Rate per 100,000",,40 to 44,England,,E92000001,14.9
2013,"Suicide Rate per 100,000",,45 to 49,England,,E92000001,15.0
2013,"Suicide Rate per 100,000",,50 to 54,England,,E92000001,14.7
2013,"Suicide Rate per 100,000",,55 to 59,England,,E92000001,13.5
2013,"Suicide Rate per 100,000",,60 to 64,England,,E92000001,10.4
2013,"Suicide Rate per 100,000",,65 to 69,England,,E92000001,7.4
2013,"Suicide Rate per 100,000",,70 to 74,England,,E92000001,7.3
2013,"Suicide Rate per 100,000",,75 to 79,England,,E92000001,7.7
2013,"Suicide Rate per 100,000",,80 to 84,England,,E92000001,8.7
2013,"Suicide Rate per 100,000",,85 to 89,England,,E92000001,11.9
2013,"Suicide Rate per 100,000",,90 and over,England,,E92000001,10.4
2013,"Suicide Rate per 100,000",Male,10 to 14,England,,E92000001,0.3
2013,"Suicide Rate per 100,000",Male,15 to 19,England,,E92000001,6.0
2013,"Suicide Rate per 100,000",Male,20 to 24,England,,E92000001,12.8
2013,"Suicide Rate per 100,000",Male,25 to 29,England,,E92000001,14.1
2013,"Suicide Rate per 100,000",Male,30 to 34,England,,E92000001,16.2
2013,"Suicide Rate per 100,000",Male,35 to 39,England,,E92000001,20.7
2013,"Suicide Rate per 100,000",Male,40 to 44,England,,E92000001,24.3
2013,"Suicide Rate per 100,000",Male,45 to 49,England,,E92000001,23.4
2013,"Suicide Rate per 100,000",Male,50 to 54,England,,E92000001,23.3
2013,"Suicide Rate per 100,000",Male,55 to 59,England,,E92000001,21.2
2013,"Suicide Rate per 100,000",Male,60 to 64,England,,E92000001,17.2
2013,"Suicide Rate per 100,000",Male,65 to 69,England,,E92000001,11.3
2013,"Suicide Rate per 100,000",Male,70 to 74,England,,E92000001,11.6
2013,"Suicide Rate per 100,000",Male,75 to 79,England,,E92000001,11.8
2013,"Suicide Rate per 100,000",Male,80 to 84,England,,E92000001,13.8
2013,"Suicide Rate per 100,000",Male,85 to 89,England,,E92000001,23.0
2013,"Suicide Rate per 100,000",Male,90 and over,England,,E92000001,22.8
2013,"Suicide Rate per 100,000",Female,15 to 19,England,,E92000001,1.4
2013,"Suicide Rate per 100,000",Female,20 to 24,England,,E92000001,3.2
2013,"Suicide Rate per 100,000",Female,25 to 29,England,,E92000001,2.9
2013,"Suicide Rate per 100,000",Female,30 to 34,England,,E92000001,4.3
2013,"Suicide Rate per 100,000",Female,35 to 39,England,,E92000001,6.2
2013,"Suicide Rate per 100,000",Female,40 to 44,England,,E92000001,5.7
2013,"Suicide Rate per 100,000",Female,45 to 49,England,,E92000001,6.9
2013,"Suicide Rate per 100,000",Female,50 to 54,England,,E92000001,6.2
2013,"Suicide Rate per 100,000",Female,55 to 59,England,,E92000001,5.8
2013,"Suicide Rate per 100,000",Female,60 to 64,England,,E92000001,3.9
2013,"Suicide Rate per 100,000",Female,65 to 69,England,,E92000001,3.6
2013,"Suicide Rate per 100,000",Female,70 to 74,England,,E92000001,3.3
2013,"Suicide Rate per 100,000",Female,75 to 79,England,,E92000001,4.2
2013,"Suicide Rate per 100,000",Female,80 to 84,England,,E92000001,4.9
2013,"Suicide Rate per 100,000",Female,85 to 89,England,,E92000001,5.4
2013,"Suicide Rate per 100,000",Female,90 and over,England,,E92000001,5.6
2013,"Suicide Rate per 100,000",,15 to 19,Wales,,W92000004,5.7
2013,"Suicide Rate per 100,000",,20 to 24,Wales,,W92000004,11.9
2013,"Suicide Rate per 100,000",,25 to 29,Wales,,W92000004,10.1
2013,"Suicide Rate per 100,000",,30 to 34,Wales,,W92000004,19.8
2013,"Suicide Rate per 100,000",,35 to 39,Wales,,W92000004,20.9
2013,"Suicide Rate per 100,000",,40 to 44,Wales,,W92000004,22.5
2013,"Suicide Rate per 100,000",,45 to 49,Wales,,W92000004,26.4
2013,"Suicide Rate per 100,000",,50 to 54,Wales,,W92000004,16.1
2013,"Suicide Rate per 100,000",,55 to 59,Wales,,W92000004,20.0
2013,"Suicide Rate per 100,000",,60 to 64,Wales,,W92000004,13.7
2013,"Suicide Rate per 100,000",,65 to 69,Wales,,W92000004,9.5
2013,"Suicide Rate per 100,000",,70 to 74,Wales,,W92000004,12.8
2013,"Suicide Rate per 100,000",,75 to 79,Wales,,W92000004,7.1
2013,"Suicide Rate per 100,000",,80 to 84,Wales,,W92000004,14.7
2013,"Suicide Rate per 100,000",,85 to 89,Wales,,W92000004,6.1
2013,"Suicide Rate per 100,000",,90 and over,Wales,,W92000004,18.0
2013,"Suicide Rate per 100,000",Male,15 to 19,Wales,,W92000004,11.1
2013,"Suicide Rate per 100,000",Male,20 to 24,Wales,,W92000004,18.8
2013,"Suicide Rate per 100,000",Male,25 to 29,Wales,,W92000004,14.6
2013,"Suicide Rate per 100,000",Male,30 to 34,Wales,,W92000004,30.9
2013,"Suicide Rate per 100,000",Male,35 to 39,Wales,,W92000004,36.1
2013,"Suicide Rate per 100,000",Male,40 to 44,Wales,,W92000004,38.0
2013,"Suicide Rate per 100,000",Male,45 to 49,Wales,,W92000004,46.5
2013,"Suicide Rate per 100,000",Male,50 to 54,Wales,,W92000004,25.1
2013,"Suicide Rate per 100,000",Male,55 to 59,Wales,,W92000004,33.3
2013,"Suicide Rate per 100,000",Male,60 to 64,Wales,,W92000004,24.7
2013,"Suicide Rate per 100,000",Male,65 to 69,Wales,,W92000004,8.6
2013,"Suicide Rate per 100,000",Male,70 to 74,Wales,,W92000004,22.2
2013,"Suicide Rate per 100,000",Male,75 to 79,Wales,,W92000004,13.5
2013,"Suicide Rate per 100,000",Male,80 to 84,Wales,,W92000004,32.0
2013,"Suicide Rate per 100,000",Male,90 and over,Wales,,W92000004,40.1
2013,"Suicide Rate per 100,000",Female,20 to 24,Wales,,W92000004,4.7
2013,"Suicide Rate per 100,000",Female,25 to 29,Wales,,W92000004,5.4
2013,"Suicide Rate per 100,000",Female,30 to 34,Wales,,W92000004,8.8
2013,"Suicide Rate per 100,000",Female,35 to 39,Wales,,W92000004,5.9
2013,"Suicide Rate per 100,000",Female,40 to 44,Wales,,W92000004,7.7
2013,"Suicide Rate per 100,000",Female,45 to 49,Wales,,W92000004,7.1
2013,"Suicide Rate per 100,000",Female,50 to 54,Wales,,W92000004,7.5
2013,"Suicide Rate per 100,000",Female,55 to 59,Wales,,W92000004,7.2
2013,"Suicide Rate per 100,000",Female,60 to 64,Wales,,W92000004,3.1
2013,"Suicide Rate per 100,000",Female,65 to 69,Wales,,W92000004,10.4
2013,"Suicide Rate per 100,000",Female,70 to 74,Wales,,W92000004,4.1
2014,"Suicide Rate per 100,000",Male,,,,,16.8
2014,"Suicide Rate per 100,000",Female,,,,,5.2
2014,"Suicide Rate per 100,000",,,England,,E92000001,10.3
2014,"Suicide Rate per 100,000",Male,,England,,E92000001,16.0
2014,"Suicide Rate per 100,000",Female,,England,,E92000001,4.9
2014,"Suicide Rate per 100,000",,,Wales,,W92000004,9.2
2014,"Suicide Rate per 100,000",Male,,Wales,,W92000004,15.3
2014,"Suicide Rate per 100,000",Female,,Wales,,W92000004,3.4
2014,"Suicide Rate per 100,000",,,Scotland,,S92000003,14.5
2014,"Suicide Rate per 100,000",Male,,Scotland,,S92000003,20.2
2014,"Suicide Rate per 100,000",Female,,Scotland,,S92000003,8.6
2014,"Suicide Rate per 100,000",,,Northern Ireland,,N92000002,16.5
2014,"Suicide Rate per 100,000",Male,,Northern Ireland,,N92000002,25.9
2014,"Suicide Rate per 100,000",Female,,Northern Ireland,,N92000002,7.4
2014,"Suicide Rate per 100,000",,,England,North East,E12000001,13.2
2014,"Suicide Rate per 100,000",,,England,North West,E12000002,11.7
2014,"Suicide Rate per 100,000",,,England,Yorkshire and The Humber,E12000003,9.7
2014,"Suicide Rate per 100,000",,,England,East Midlands,E12000004,10.5
2014,"Suicide Rate per 100,000",,,England,West Midlands,E12000005,11.6
2014,"Suicide Rate per 100,000",,,England,East of England,E12000006,9.8
2014,"Suicide Rate per 100,000",,,England,London,E12000007,7.8
2014,"Suicide Rate per 100,000",,,England,South East,E12000008,10.2
2014,"Suicide Rate per 100,000",,,England,South West,E12000009,11.1
2014,"Suicide Rate per 100,000",Male,,England,North East,E12000001,21.4
2014,"Suicide Rate per 100,000",Male,,England,North West,E12000002,17.7
2014,"Suicide Rate per 100,000",Male,,England,Yorkshire and The Humber,E12000003,15.6
2014,"Suicide Rate per 100,000",Male,,England,East Midlands,E12000004,16.3
2014,"Suicide Rate per 100,000",Male,,England,West Midlands,E12000005,18.5
2014,"Suicide Rate per 100,000",Male,,England,East of England,E12000006,15.2
2014,"Suicide Rate per 100,000",Male,,England,London,E12000007,12.4
2014,"Suicide Rate per 100,000",Male,,England,South East,E12000008,15.9
2014,"Suicide Rate per 100,000",Male,,England,South West,E12000009,16.0
2014,"Suicide Rate per 100,000",Female,,England,North East,E12000001,5.4
2014,"Suicide Rate per 100,000",Female,,England,North West,E12000002,5.8
2014,"Suicide Rate per 100,000",Female,,England,Yorkshire and The Humber,E12000003,4.1
2014,"Suicide Rate per 100,000",Female,,England,East Midlands,E12000004,4.9
2014,"Suicide Rate per 100,000",Female,,England,West Midlands,E12000005,5.0
2014,"Suicide Rate per 100,000",Female,,England,East of England,E12000006,4.8
2014,"Suicide Rate per 100,000",Female,,England,London,E12000007,3.5
2014,"Suicide Rate per 100,000",Female,,England,South East,E12000008,4.7
2014,"Suicide Rate per 100,000",Female,,England,South West,E12000009,6.5
2014,"Suicide Rate per 100,000",,10 to 14,,,,0.4
2014,"Suicide Rate per 100,000",,15 to 19,,,,4.9
2014,"Suicide Rate per 100,000",,20 to 24,,,,9.2
2014,"Suicide Rate per 100,000",,25 to 29,,,,10.5
2014,"Suicide Rate per 100,000",,30 to 34,,,,11.4
2014,"Suicide Rate per 100,000",,35 to 39,,,,13.2
2014,"Suicide Rate per 100,000",,40 to 44,,,,16.2
2014,"Suicide Rate per 100,000",,45 to 49,,,,16.8
2014,"Suicide Rate per 100,000",,50 to 54,,,,16.4
2014,"Suicide Rate per 100,000",,55 to 59,,,,12.8
2014,"Suicide Rate per 100,000",,60 to 64,,,,10.1
2014,"Suicide Rate per 100,000",,65 to 69,,,,8.1
2014,"Suicide Rate per 100,000",,70 to 74,,,,8.5
2014,"Suicide Rate per 100,000",,75 to 79,,,,8.1
2014,"Suicide Rate per 100,000",,80 to 84,,,,8.4
2014,"Suicide Rate per 100,000",,85 and over,,,,9.6
2014,"Suicide Rate per 100,000",Male,10 to 14,,,,0.4
2014,"Suicide Rate per 100,000",Male,15 to 19,,,,7.0
2014,"Suicide Rate per 100,000",Male,20 to 24,,,,13.7
2014,"Suicide Rate per 100,000",Male,25 to 29,,,,16.5
2014,"Suicide Rate per 100,000",Male,30 to 34,,,,17.9
2014,"Suicide Rate per 100,000",Male,35 to 39,,,,20.1
2014,"Suicide Rate per 100,000",Male,40 to 44,,,,25.7
2014,"Suicide Rate per 100,000",Male,45 to 49,,,,26.5
2014,"Suicide Rate per 100,000",Male,50 to 54,,,,24.9
2014,"Suicide Rate per 100,000",Male,55 to 59,,,,19.5
2014,"Suicide Rate per 100,000",Male,60 to 64,,,,15.4
2014,"Suicide Rate per 100,000",Male,65 to 69,,,,12.2
2014,"Suicide Rate per 100,000",Male,70 to 74,,,,12.9
2014,"Suicide Rate per 100,000",Male,75 to 79,,,,13.1
2014,"Suicide Rate per 100,000",Male,80 to 84,,,,14.3
2014,"Suicide Rate per 100,000",Male,85 and over,,,,17.1
2014,"Suicide Rate per 100,000",Female,10 to 14,,,,0.3
2014,"Suicide Rate per 100,000",Female,15 to 19,,,,2.7
2014,"Suicide Rate per 100,000",Female,20 to 24,,,,4.5
2014,"Suicide Rate per 100,000",Female,25 to 29,,,,4.6
2014,"Suicide Rate per 100,000",Female,30 to 34,,,,5.0
2014,"Suicide Rate per 100,000",Female,35 to 39,,,,6.4
2014,"Suicide Rate per 100,000",Female,40 to 44,,,,7.0
2014,"Suicide Rate per 100,000",Female,45 to 49,,,,7.3
2014,"Suicide Rate per 100,000",Female,50 to 54,,,,8.0
2014,"Suicide Rate per 100,000",Female,55 to 59,,,,6.3
2014,"Suicide Rate per 100,000",Female,60 to 64,,,,5.0
2014,"Suicide Rate per 100,000",Female,65 to 69,,,,4.3
2014,"Suicide Rate per 100,000",Female,70 to 74,,,,4.6
2014,"Suicide Rate per 100,000",Female,75 to 79,,,,4.0
2014,"Suicide Rate per 100,000",Female,80 to 84,,,,4.1
2014,"Suicide Rate per 100,000",Female,85 and over,,,,5.7
2014,"Suicide Rate per 100,000",,10 to 14,England,,E92000001,0.2
2014,"Suicide Rate per 100,000",,15 to 19,England,,E92000001,4.4
2014,"Suicide Rate per 100,000",,20 to 24,England,,E92000001,8.6
2014,"Suicide Rate per 100,000",,25 to 29,England,,E92000001,9.4
2014,"Suicide Rate per 100,000",,30 to 34,England,,E92000001,10.6
2014,"Suicide Rate per 100,000",,35 to 39,England,,E92000001,11.7
2014,"Suicide Rate per 100,000",,40 to 44,England,,E92000001,15.1
2014,"Suicide Rate per 100,000",,45 to 49,England,,E92000001,16.0
2014,"Suicide Rate per 100,000",,50 to 54,England,,E92000001,16.0
2014,"Suicide Rate per 100,000",,55 to 59,England,,E92000001,12.5
2014,"Suicide Rate per 100,000",,60 to 64,England,,E92000001,10.0
2014,"Suicide Rate per 100,000",,65 to 69,England,,E92000001,8.1
2014,"Suicide Rate per 100,000",,70 to 74,England,,E92000001,8.2
2014,"Suicide Rate per 100,000",,75 to 79,England,,E92000001,8.3
2014,"Suicide Rate per 100,000",,80 to 84,England,,E92000001,9.1
2014,"Suicide Rate per 100,000",,85 to 89,England,,E92000001,10.4
2014,"Suicide Rate per 100,000",,90 and over,England,,E92000001,8.9
2014,"Suicide Rate per 100,000",Male,10 to 14,England,,E92000001,0.2
2014,"Suicide Rate per 100,000",Male,15 to 19,England,,E92000001,6.1
2014,"Suicide Rate per 100,000",Male,20 to 24,England,,E92000001,12.9
2014,"Suicide Rate per 100,000",Male,25 to 29,England,,E92000001,14.9
2014,"Suicide Rate per 100,000",Male,30 to 34,England,,E92000001,16.6
2014,"Suicide Rate per 100,000",Male,35 to 39,England,,E92000001,17.8
2014,"Suicide Rate per 100,000",Male,40 to 44,England,,E92000001,24.1
2014,"Suicide Rate per 100,000",Male,45 to 49,England,,E92000001,25.3
2014,"Suicide Rate per 100,000",Male,50 to 54,England,,E92000001,24.7
2014,"Suicide Rate per 100,000",Male,55 to 59,England,,E92000001,19.2
2014,"Suicide Rate per 100,000",Male,60 to 64,England,,E92000001,15.2
2014,"Suicide Rate per 100,000",Male,65 to 69,England,,E92000001,12.1
2014,"Suicide Rate per 100,000",Male,70 to 74,England,,E92000001,11.9
2014,"Suicide Rate per 100,000",Male,75 to 79,England,,E92000001,13.0
2014,"Suicide Rate per 100,000",Male,80 to 84,England,,E92000001,15.0
2014,"Suicide Rate per 100,000",Male,85 to 89,England,,E92000001,18.2
2014,"Suicide Rate per 100,000",Male,90 and over,England,,E92000001,15.5
2014,"Suicide Rate per 100,000",Female,10 to 14,England,,E92000001,0.3
2014,"Suicide Rate per 100,000",Female,15 to 19,England,,E92000001,2.5
2014,"Suicide Rate per 100,000",Female,20 to 24,England,,E92000001,4.1
2014,"Suicide Rate per 100,000",Female,25 to 29,England,,E92000001,3.8
2014,"Suicide Rate per 100,000",Female,30 to 34,England,,E92000001,4.6
2014,"Suicide Rate per 100,000",Female,35 to 39,England,,E92000001,5.7
2014,"Suicide Rate per 100,000",Female,40 to 44,England,,E92000001,6.3
2014,"Suicide Rate per 100,000",Female,45 to 49,England,,E92000001,6.8
2014,"Suicide Rate per 100,000",Female,50 to 54,England,,E92000001,7.6
2014,"Suicide Rate per 100,000",Female,55 to 59,England,,E92000001,6.0
2014,"Suicide Rate per 100,000",Female,60 to 64,England,,E92000001,5.0
2014,"Suicide Rate per 100,000",Female,65 to 69,England,,E92000001,4.3
2014,"Suicide Rate per 100,000",Female,70 to 74,England,,E92000001,4.8
2014,"Suicide Rate per 100,000",Female,75 to 79,England,,E92000001,4.3
2014,"Suicide Rate per 100,000",Female,80 to 84,England,,E92000001,4.6
2014,"Suicide Rate per 100,000",Female,85 to 89,England,,E92000001,5.8
2014,"Suicide Rate per 100,000",Female,90 and over,England,,E92000001,6.3
2014,"Suicide Rate per 100,000",,15 to 19,Wales,,W92000004,6.9
2014,"Suicide Rate per 100,000",,20 to 24,Wales,,W92000004,3.2
2014,"Suicide Rate per 100,000",,25 to 29,Wales,,W92000004,8.8
2014,"Suicide Rate per 100,000",,30 to 34,Wales,,W92000004,12.1
2014,"Suicide Rate per 100,000",,35 to 39,Wales,,W92000004,13.1
2014,"Suicide Rate per 100,000",,40 to 44,Wales,,W92000004,16.8
2014,"Suicide Rate per 100,000",,45 to 49,Wales,,W92000004,11.5
2014,"Suicide Rate per 100,000",,50 to 54,Wales,,W92000004,10.7
2014,"Suicide Rate per 100,000",,55 to 59,Wales,,W92000004,13.5
2014,"Suicide Rate per 100,000",,60 to 64,Wales,,W92000004,7.5
2014,"Suicide Rate per 100,000",,65 to 69,Wales,,W92000004,6.7
2014,"Suicide Rate per 100,000",,70 to 74,Wales,,W92000004,10.3
2014,"Suicide Rate per 100,000",,75 to 79,Wales,,W92000004,3.5
2014,"Suicide Rate per 100,000",,80 to 84,Wales,,W92000004,7.2
2014,"Suicide Rate per 100,000",,85 to 89,Wales,,W92000004,14.0
2014,"Suicide Rate per 100,000",Male,15 to 19,Wales,,W92000004,11.3
2014,"Suicide Rate per 100,000",Male,20 to 24,Wales,,W92000004,6.2
2014,"Suicide Rate per 100,000",Male,25 to 29,Wales,,W92000004,12.3
2014,"Suicide Rate per 100,000",Male,30 to 34,Wales,,W92000004,17.6
2014,"Suicide Rate per 100,000",Male,35 to 39,Wales,,W92000004,24.0
2014,"Suicide Rate per 100,000",Male,40 to 44,Wales,,W92000004,29.1
2014,"Suicide Rate per 100,000",Male,45 to 49,Wales,,W92000004,21.6
2014,"Suicide Rate per 100,000",Male,50 to 54,Wales,,W92000004,15.1
2014,"Suicide Rate per 100,000",Male,55 to 59,Wales,,W92000004,22.3
2014,"Suicide Rate per 100,000",Male,60 to 64,Wales,,W92000004,12.0
2014,"Suicide Rate per 100,000",Male,65 to 69,Wales,,W92000004,7.4
2014,"Suicide Rate per 100,000",Male,70 to 74,Wales,,W92000004,18.6
2014,"Suicide Rate per 100,000",Male,75 to 79,Wales,,W92000004,7.5
2014,"Suicide Rate per 100,000",Male,80 to 84,Wales,,W92000004,17.0
2014,"Suicide Rate per 100,000",Male,85 to 89,Wales,,W92000004,21.4
2014,"Suicide Rate per 100,000",Female,25 to 29,Wales,,W92000004,5.3
2014,"Suicide Rate per 100,000",Female,30 to 34,Wales,,W92000004,6.6
2014,"Suicide Rate per 100,000",Female,40 to 44,Wales,,W92000004,5.0
2014,"Suicide Rate per 100,000",Female,50 to 54,Wales,,W92000004,6.4
2014,"Suicide Rate per 100,000",Female,55 to 59,Wales,,W92000004,5.1
2014,"Suicide Rate per 100,000",Female,60 to 64,Wales,,W92000004,3.1
2014,"Suicide Rate per 100,000",Female,65 to 69,Wales,,W92000004,6.1
2014,"Suicide Rate per 100,000",Female,85 to 89,Wales,,W92000004,9.6
2015,"Suicide Rate per 100,000",Male,,,,,16.6
2015,"Suicide Rate per 100,000",Female,,,,,5.4
2015,"Suicide Rate per 100,000",,,England,,E92000001,10.1
2015,"Suicide Rate per 100,000",Male,,England,,E92000001,15.4
2015,"Suicide Rate per 100,000",Female,,England,,E92000001,5.0
2015,"Suicide Rate per 100,000",,,Wales,,W92000004,13.0
2015,"Suicide Rate per 100,000",Male,,Wales,,W92000004,21.0
2015,"Suicide Rate per 100,000",Female,,Wales,,W92000004,5.5
2015,"Suicide Rate per 100,000",,,Scotland,,S92000003,14.0
2015,"Suicide Rate per 100,000",Male,,Scotland,,S92000003,20.6
2015,"Suicide Rate per 100,000",Female,,Scotland,,S92000003,7.9
2015,"Suicide Rate per 100,000",,,Northern Ireland,,N92000002,19.3
2015,"Suicide Rate per 100,000",Male,,Northern Ireland,,N92000002,30.3
2015,"Suicide Rate per 100,000",Female,,Northern Ireland,,N92000002,8.8
2015,"Suicide Rate per 100,000",,,England,North East,E12000001,10.9
2015,"Suicide Rate per 100,000",,,England,North West,E12000002,10.8
2015,"Suicide Rate per 100,000",,,England,Yorkshire and The Humber,E12000003,11.6
2015,"Suicide Rate per 100,000",,,England,East Midlands,E12000004,9.8
2015,"Suicide Rate per 100,000",,,England,West Midlands,E12000005,9.6
2015,"Suicide Rate per 100,000",,,England,East of England,E12000006,9.3
2015,"Suicide Rate per 100,000",,,England,London,E12000007,10.4
2015,"Suicide Rate per 100,000",,,England,South East,E12000008,9.7
2015,"Suicide Rate per 100,000",,,England,South West,E12000009,10.2
2015,"Suicide Rate per 100,000",Male,,England,North East,E12000001,16.8
2015,"Suicide Rate per 100,000",Male,,England,North West,E12000002,16.4
2015,"Suicide Rate per 100,000",Male,,England,Yorkshire and The Humber,E12000003,17.9
2015,"Suicide Rate per 100,000",Male,,England,East Midlands,E12000004,15.3
2015,"Suicide Rate per 100,000",Male,,England,West Midlands,E12000005,15.2
2015,"Suicide Rate per 100,000",Male,,England,East of England,E12000006,14.5
