Year,Units,Origin of tourist,Type of tourist,Type of expenditure,Value
2015,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),,4.169630000000001
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Accommodation services for visitors,0.77951
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Food and beverage serving activities,0.48655
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Railway passenger transport services,0.09382
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Road passenger transport services,0.08696
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Water passenger transport services,0.048639999999999996
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Air passenger transport services,1.05588
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Transport equipment rental services,0.01544
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Travel agencies and other reservation services,0.14057
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Cultural activities,0.05677000000000001
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Sport and recreation activities,0.03322
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Exhibitions  Conferences etc.,0.009909999999999999
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),Other consumption products,1.34732
2016,Percentage (%) of gross domestic product (GDP),,Tourists (overnight visitors),,4.15459
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Accommodation services for visitors,0.0
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Food and beverage serving activities,1.21556
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Railway passenger transport services,0.13659000000000002
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Road passenger transport services,0.07234
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Water passenger transport services,0.04193
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Air passenger transport services,0.057510000000000006
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Transport equipment rental services,0.01702
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Travel agencies and other reservation services,0.01731
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Cultural activities,0.23538
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Sport and recreation activities,0.13997
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Exhibitions  Conferences etc.,0.020030000000000003
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Other consumption products,1.0508899999999999
2013,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),,3.00452
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Accommodation services for visitors,0.0
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Food and beverage serving activities,1.12283
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Railway passenger transport services,0.13819
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Road passenger transport services,0.05637999999999999
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Water passenger transport services,0.01116
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Air passenger transport services,0.04771
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Transport equipment rental services,0.01524
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Travel agencies and other reservation services,0.01066
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Cultural activities,0.15847
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Sport and recreation activities,0.23126
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Exhibitions  Conferences etc.,0.0057799999999999995
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Other consumption products,1.10562
2014,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),,2.90331
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Food and beverage serving activities,1.26068
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Railway passenger transport services,0.15213
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Road passenger transport services,0.06331
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Water passenger transport services,0.0116
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Air passenger transport services,0.04791
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Transport equipment rental services,0.01711
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Travel agencies and other reservation services,0.01197
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Cultural activities,0.17793
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Sport and recreation activities,0.25966999999999996
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Exhibitions  Conferences etc.,0.00648
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Other consumption products,1.24102
2015,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),,3.2498099999999996
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Food and beverage serving activities,1.2578799999999999
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Railway passenger transport services,0.14275
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Road passenger transport services,0.00601
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Water passenger transport services,0.02337
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Air passenger transport services,0.09139
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Transport equipment rental services,0.05464
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Travel agencies and other reservation services,0.07345
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Cultural activities,0.31956999999999997
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Sport and recreation activities,0.17089000000000001
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Exhibitions  Conferences etc.,0.01486
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),Other consumption products,1.39368
2016,Percentage (%) of gross domestic product (GDP),,Excursionists (same-day visitors),,3.54849
2013,Percentage (%) of gross domestic product (GDP),,,Accommodation services for visitors,0.7804399999999999
2013,Percentage (%) of gross domestic product (GDP),,,Food and beverage serving activities,1.71153
2013,Percentage (%) of gross domestic product (GDP),,,Railway passenger transport services,0.23585
2013,Percentage (%) of gross domestic product (GDP),,,Road passenger transport services,0.15297
2013,Percentage (%) of gross domestic product (GDP),,,Water passenger transport services,0.09795
2013,Percentage (%) of gross domestic product (GDP),,,Air passenger transport services,1.08971
2013,Percentage (%) of gross domestic product (GDP),,,Transport equipment rental services,0.03507
2013,Percentage (%) of gross domestic product (GDP),,,Travel agencies and other reservation services,0.16596
2013,Percentage (%) of gross domestic product (GDP),,,Cultural activities,0.29504
2013,Percentage (%) of gross domestic product (GDP),,,Sport and recreation activities,0.18037
2013,Percentage (%) of gross domestic product (GDP),,,Exhibitions  Conferences etc.,0.03209
2013,Percentage (%) of gross domestic product (GDP),,,Other consumption products,2.29142
2013,Percentage (%) of gross domestic product (GDP),,,,7.068410000000001
2014,Percentage (%) of gross domestic product (GDP),,,Accommodation services for visitors,0.77747
2014,Percentage (%) of gross domestic product (GDP),,,Food and beverage serving activities,1.60683
2014,Percentage (%) of gross domestic product (GDP),,,Railway passenger transport services,0.23055
2014,Percentage (%) of gross domestic product (GDP),,,Road passenger transport services,0.13745
2014,Percentage (%) of gross domestic product (GDP),,,Water passenger transport services,0.0596
2014,Percentage (%) of gross domestic product (GDP),,,Air passenger transport services,1.08517
2014,Percentage (%) of gross domestic product (GDP),,,Transport equipment rental services,0.0332
2014,Percentage (%) of gross domestic product (GDP),,,Travel agencies and other reservation services,0.15507
2014,Percentage (%) of gross domestic product (GDP),,,Cultural activities,0.21575
2014,Percentage (%) of gross domestic product (GDP),,,Sport and recreation activities,0.26632
2014,Percentage (%) of gross domestic product (GDP),,,Exhibitions  Conferences etc.,0.01436
2014,Percentage (%) of gross domestic product (GDP),,,Other consumption products,2.32746
2014,Percentage (%) of gross domestic product (GDP),,,,6.90924
2015,Percentage (%) of gross domestic product (GDP),,,Accommodation services for visitors,0.7920699999999999
2015,Percentage (%) of gross domestic product (GDP),,,Food and beverage serving activities,1.7798900000000002
2015,Percentage (%) of gross domestic product (GDP),,,Railway passenger transport services,0.25178
2015,Percentage (%) of gross domestic product (GDP),,,Road passenger transport services,0.15945
2015,Percentage (%) of gross domestic product (GDP),,,Water passenger transport services,0.05003
2015,Percentage (%) of gross domestic product (GDP),,,Air passenger transport services,1.09791
2015,Percentage (%) of gross domestic product (GDP),,,Transport equipment rental services,0.03505
2015,Percentage (%) of gross domestic product (GDP),,,Travel agencies and other reservation services,0.16168
2015,Percentage (%) of gross domestic product (GDP),,,Cultural activities,0.2387
2015,Percentage (%) of gross domestic product (GDP),,,Sport and recreation activities,0.29705
2015,Percentage (%) of gross domestic product (GDP),,,Exhibitions  Conferences etc.,0.01415
2015,Percentage (%) of gross domestic product (GDP),,,Other consumption products,2.54168
2015,Percentage (%) of gross domestic product (GDP),,,,7.41945
2016,Percentage (%) of gross domestic product (GDP),,,Accommodation services for visitors,0.77951
2016,Percentage (%) of gross domestic product (GDP),,,Food and beverage serving activities,1.74443
2016,Percentage (%) of gross domestic product (GDP),,,Railway passenger transport services,0.23656999999999997
2016,Percentage (%) of gross domestic product (GDP),,,Road passenger transport services,0.09298
2016,Percentage (%) of gross domestic product (GDP),,,Water passenger transport services,0.07201
2016,Percentage (%) of gross domestic product (GDP),,,Air passenger transport services,1.14727
2016,Percentage (%) of gross domestic product (GDP),,,Transport equipment rental services,0.07009
2016,Percentage (%) of gross domestic product (GDP),,,Travel agencies and other reservation services,0.21402
2016,Percentage (%) of gross domestic product (GDP),,,Cultural activities,0.37634
2016,Percentage (%) of gross domestic product (GDP),,,Sport and recreation activities,0.2041
2016,Percentage (%) of gross domestic product (GDP),,,Exhibitions  Conferences etc.,0.02477
2016,Percentage (%) of gross domestic product (GDP),,,Other consumption products,2.741
2016,Percentage (%) of gross domestic product (GDP),,,,7.703069999999999
