Year,Units,Violence type,Sex,Age,Ethnicity,Ethnic group,Disability status,Household income,Area type,Region,Highest qualification,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,Wales,,,,,W92000004,1.3
2015/16,(b) Sexual violence (%),,Men,16 to 19,,,,,,,,,,,,2.5
2015/16,(b) Sexual violence (%),,Women,16 to 19,,,,,,,,,,,,11.0
2015/16,(b) Sexual violence (%),,Men,20 to 24,,,,,,,,,,,,1.6
2015/16,(b) Sexual violence (%),,Women,20 to 24,,,,,,,,,,,,7.6
2015/16,(b) Sexual violence (%),,Men,25 to 34,,,,,,,,,,,,0.8
2015/16,(b) Sexual violence (%),,Women,25 to 34,,,,,,,,,,,,2.8
2015/16,(b) Sexual violence (%),,Men,35 to 44,,,,,,,,,,,,0.2
2015/16,(b) Sexual violence (%),,Women,35 to 44,,,,,,,,,,,,1.6
2015/16,(b) Sexual violence (%),,Men,45 to 54,,,,,,,,,,,,0.0
2015/16,(b) Sexual violence (%),,Women,45 to 54,,,,,,,,,,,,1.6
2015/16,(b) Sexual violence (%),,Men,55 to 59,,,,,,,,,,,,0.3
2015/16,(b) Sexual violence (%),,Women,55 to 59,,,,,,,,,,,,0.8
2015/16,(b) Sexual violence (%),,Men,,White,,,,,,,,,,,0.7
2015/16,(b) Sexual violence (%),,Women,,White,,,,,,,,,,,3.3
2015/16,(b) Sexual violence (%),,Men,,Mixed/multiple ethnic groups,,,,,,,,,,,0.0
2015/16,(b) Sexual violence (%),,Women,,Mixed/multiple ethnic groups,,,,,,,,,,,2.8
2015/16,(b) Sexual violence (%),,Men,,Asian/Asian British,,,,,,,,,,,0.3
2015/16,(b) Sexual violence (%),,Women,,Asian/Asian British,,,,,,,,,,,3.0
2015/16,(b) Sexual violence (%),,Men,,Black/African/Caribbean/Black British,,,,,,,,,,,0.7
2015/16,(b) Sexual violence (%),,Women,,Black/African/Caribbean/Black British,,,,,,,,,,,2.2
2015/16,(b) Sexual violence (%),,Men,,Other ethnic group,,,,,,,,,,,1.0
2015/16,(b) Sexual violence (%),,Women,,Other ethnic group,,,,,,,,,,,7.1
2015/16,(b) Sexual violence (%),,Men,,,,,"Less than £10,000",,,,,,,,0.6
2015/16,(b) Sexual violence (%),,Women,,,,,"Less than £10,000",,,,,,,,4.1
2015/16,(b) Sexual violence (%),,Men,,,,,"£10,000 to less than £20,000",,,,,,,,0.7
2015/16,(b) Sexual violence (%),,Women,,,,,"£10,000 to less than £20,000",,,,,,,,3.5
2015/16,(b) Sexual violence (%),,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.5
2015/16,(b) Sexual violence (%),,Women,,,,,"£20,000 to less than £30,000",,,,,,,,2.5
2015/16,(b) Sexual violence (%),,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.1
2015/16,(b) Sexual violence (%),,Women,,,,,"£30,000 to less than £40,000",,,,,,,,2.9
2015/16,(b) Sexual violence (%),,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.6
2015/16,(b) Sexual violence (%),,Women,,,,,"£40,000 to less than £50,000",,,,,,,,2.8
2015/16,(b) Sexual violence (%),,Men,,,,,"£50,000 or more",,,,,,,,0.9
2015/16,(b) Sexual violence (%),,Women,,,,,"£50,000 or more",,,,,,,,2.4
2015/16,(b) Sexual violence (%),,Men,,,,,No income stated or not enough information provided,,,,,,,,0.9
2015/16,(b) Sexual violence (%),,Women,,,,,No income stated or not enough information provided,,,,,,,,4.9
2015/16,(b) Sexual violence (%),,Men,,,,,,,North East,,,,,E12000001,0.1
2015/16,(b) Sexual violence (%),,Women,,,,,,,North East,,,,,E12000001,1.8
2015/16,(b) Sexual violence (%),,Men,,,,,,,North West,,,,,E12000002,0.1
2015/16,(b) Sexual violence (%),,Women,,,,,,,North West,,,,,E12000002,3.2
2015/16,(b) Sexual violence (%),,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,1.0
2015/16,(b) Sexual violence (%),,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,4.1
2015/16,(b) Sexual violence (%),,Men,,,,,,,East Midlands,,,,,E12000004,0.7
2015/16,(b) Sexual violence (%),,Women,,,,,,,East Midlands,,,,,E12000004,3.4
2015/16,(b) Sexual violence (%),,Men,,,,,,,West Midlands,,,,,E12000005,1.0
2015/16,(b) Sexual violence (%),,Women,,,,,,,West Midlands,,,,,E12000005,2.2
2015/16,(b) Sexual violence (%),,Men,,,,,,,East of England,,,,,E12000006,0.8
2015/16,(b) Sexual violence (%),,Women,,,,,,,East of England,,,,,E12000006,2.9
2015/16,(b) Sexual violence (%),,Men,,,,,,,London,,,,,E12000007,0.9
2015/16,(b) Sexual violence (%),,Women,,,,,,,London,,,,,E12000007,4.1
2015/16,(b) Sexual violence (%),,Men,,,,,,,South East,,,,,E12000008,0.7
2015/16,(b) Sexual violence (%),,Women,,,,,,,South East,,,,,E12000008,2.3
2015/16,(b) Sexual violence (%),,Men,,,,,,,South West,,,,,E12000009,0.8
2015/16,(b) Sexual violence (%),,Women,,,,,,,South West,,,,,E12000009,4.4
2015/16,(b) Sexual violence (%),,Men,,,,,,,Wales,,,,,W92000004,0.5
2015/16,(b) Sexual violence (%),,Women,,,,,,,Wales,,,,,W92000004,3.0
2014/15,(b) Sexual violence (%),,Men,16 to 19,,,,,,,,,,,,1.4
2014/15,(b) Sexual violence (%),,Women,16 to 19,,,,,,,,,,,,9.0
2014/15,(b) Sexual violence (%),,Men,20 to 24,,,,,,,,,,,,2.2
2014/15,(b) Sexual violence (%),,Women,20 to 24,,,,,,,,,,,,5.8
2014/15,(b) Sexual violence (%),,Men,25 to 34,,,,,,,,,,,,0.7
2014/15,(b) Sexual violence (%),,Women,25 to 34,,,,,,,,,,,,2.2
2014/15,(b) Sexual violence (%),,Men,35 to 44,,,,,,,,,,,,0.5
2014/15,(b) Sexual violence (%),,Women,35 to 44,,,,,,,,,,,,1.6
2014/15,(b) Sexual violence (%),,Men,45 to 54,,,,,,,,,,,,0.1
2014/15,(b) Sexual violence (%),,Women,45 to 54,,,,,,,,,,,,1.7
2014/15,(b) Sexual violence (%),,Men,55 to 59,,,,,,,,,,,,0.1
2014/15,(b) Sexual violence (%),,Women,55 to 59,,,,,,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Men,,White,,,,,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,White,,,,,,,,,,,2.8
2014/15,(b) Sexual violence (%),,Men,,Mixed/multiple ethnic groups,,,,,,,,,,,5.6
2014/15,(b) Sexual violence (%),,Women,,Mixed/multiple ethnic groups,,,,,,,,,,,9.3
2014/15,(b) Sexual violence (%),,Men,,Asian/Asian British,,,,,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,Asian/Asian British,,,,,,,,,,,0.8
2014/15,(b) Sexual violence (%),,Men,,Black/African/Caribbean/Black British,,,,,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,Black/African/Caribbean/Black British,,,,,,,,,,,1.7
2014/15,(b) Sexual violence (%),,Men,,Other ethnic group,,,,,,,,,,,0.0
2014/15,(b) Sexual violence (%),,Women,,Other ethnic group,,,,,,,,,,,0.0
2014/15,(b) Sexual violence (%),,Men,,,,,"Less than £10,000",,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,,,,"Less than £10,000",,,,,,,,4.1
2014/15,(b) Sexual violence (%),,Men,,,,,"£10,000 to less than £20,000",,,,,,,,1.5
2014/15,(b) Sexual violence (%),,Women,,,,,"£10,000 to less than £20,000",,,,,,,,2.2
2014/15,(b) Sexual violence (%),,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.4
2014/15,(b) Sexual violence (%),,Women,,,,,"£20,000 to less than £30,000",,,,,,,,2.7
2014/15,(b) Sexual violence (%),,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,,,,"£30,000 to less than £40,000",,,,,,,,1.5
2014/15,(b) Sexual violence (%),,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.5
2014/15,(b) Sexual violence (%),,Women,,,,,"£40,000 to less than £50,000",,,,,,,,2.1
2014/15,(b) Sexual violence (%),,Men,,,,,"£50,000 or more",,,,,,,,0.6
2014/15,(b) Sexual violence (%),,Women,,,,,"£50,000 or more",,,,,,,,1.7
2014/15,(b) Sexual violence (%),,Men,,,,,No income stated or not enough information provided,,,,,,,,0.9
2014/15,(b) Sexual violence (%),,Women,,,,,No income stated or not enough information provided,,,,,,,,5.0
2014/15,(b) Sexual violence (%),,Men,,,,,,,North East,,,,,E12000001,0.8
2014/15,(b) Sexual violence (%),,Women,,,,,,,North East,,,,,E12000001,2.8
2014/15,(b) Sexual violence (%),,Men,,,,,,,North West,,,,,E12000002,0.5
2014/15,(b) Sexual violence (%),,Women,,,,,,,North West,,,,,E12000002,1.6
2014/15,(b) Sexual violence (%),,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,1.1
2014/15,(b) Sexual violence (%),,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,3.2
2014/15,(b) Sexual violence (%),,Men,,,,,,,East Midlands,,,,,E12000004,0.7
2014/15,(b) Sexual violence (%),,Women,,,,,,,East Midlands,,,,,E12000004,3.8
2014/15,(b) Sexual violence (%),,Men,,,,,,,West Midlands,,,,,E12000005,0.1
2014/15,(b) Sexual violence (%),,Women,,,,,,,West Midlands,,,,,E12000005,2.4
2014/15,(b) Sexual violence (%),,Men,,,,,,,East of England,,,,,E12000006,0.4
2014/15,(b) Sexual violence (%),,Women,,,,,,,East of England,,,,,E12000006,2.9
2014/15,(b) Sexual violence (%),,Men,,,,,,,London,,,,,E12000007,0.7
2014/15,(b) Sexual violence (%),,Women,,,,,,,London,,,,,E12000007,2.4
2014/15,(b) Sexual violence (%),,Men,,,,,,,South East,,,,,E12000008,0.9
2014/15,(b) Sexual violence (%),,Women,,,,,,,South East,,,,,E12000008,3.3
2014/15,(b) Sexual violence (%),,Men,,,,,,,South West,,,,,E12000009,1.1
2014/15,(b) Sexual violence (%),,Women,,,,,,,South West,,,,,E12000009,2.9
2014/15,(b) Sexual violence (%),,Men,,,,,,,Wales,,,,,W92000004,0.7
2014/15,(b) Sexual violence (%),,Women,,,,,,,Wales,,,,,W92000004,2.0
2017/18,(b) Sexual violence (%),,Men,,,,Disabled,,,,,,,,,1.1051766682885673
2017/18,(b) Sexual violence (%),,Women,,,,Disabled,,,,,,,,,7.540499338397944
2017/18,(b) Sexual violence (%),,,,,,Disabled,,,,,,,,,4.817625276225663
2017/18,(b) Sexual violence (%),,Men,,,,Disabled,,,,,,,,,1.089840298977148
2017/18,(b) Sexual violence (%),,Women,,,,Disabled,,,,,,,,,6.267541156337666
2017/18,(b) Sexual violence (%),,,,,,Disabled,,,,,,,,,4.0760504975494944
2017/18,(b) Sexual violence (%),,Men,,,,Disabled,,,,,,,,,0.0
2017/18,(b) Sexual violence (%),,Women,,,,Disabled,,,,,,,,,2.8459390243599767
2017/18,(b) Sexual violence (%),,,,,,Disabled,,,,,,,,,1.6397947958629748
2017/18,(b) Sexual violence (%),,Men,,,,Not Disabled,,,,,,,,,1.2514551184850193
2017/18,(b) Sexual violence (%),,Women,,,,Not Disabled,,,,,,,,,3.7626358295338074
2017/18,(b) Sexual violence (%),,,,,,Not Disabled,,,,,,,,,2.475672098785197
2017/18,(b) Sexual violence (%),,Men,,,,Not Disabled,,,,,,,,,1.2011912433041296
2017/18,(b) Sexual violence (%),,Women,,,,Not Disabled,,,,,,,,,3.4673782777944346
2017/18,(b) Sexual violence (%),,,,,,Not Disabled,,,,,,,,,2.3088777559541
2017/18,(b) Sexual violence (%),,Men,,,,Not Disabled,,,,,,,,,0.07146424990933394
2017/18,(b) Sexual violence (%),,Women,,,,Not Disabled,,,,,,,,,0.63838795221966
2017/18,(b) Sexual violence (%),,,,,,Not Disabled,,,,,,,,,0.34818480858776746
